location,date,vaccine,total_vaccinations
Estonia,2021-06-11,Johnson&Johnson,16432
Estonia,2021-06-11,Moderna,72949
Estonia,2021-06-11,Oxford/AstraZeneca,198542
Estonia,2021-06-11,Pfizer/BioNTech,515030
Estonia,2021-06-18,Johnson&Johnson,16900
Estonia,2021-06-18,Moderna,78794
Estonia,2021-06-18,Oxford/AstraZeneca,209039
Estonia,2021-06-18,Pfizer/BioNTech,551119
Finland,2021-01-01,Johnson&Johnson,0
Finland,2021-01-01,Moderna,42
Finland,2021-01-01,Oxford/AstraZeneca,0
Finland,2021-01-01,Pfizer/BioNTech,25
Finland,2021-01-08,Johnson&Johnson,0
Finland,2021-01-08,Moderna,191
Finland,2021-01-08,Oxford/AstraZeneca,141
Finland,2021-01-08,Pfizer/BioNTech,20921
Finland,2021-01-15,Johnson&Johnson,0
Finland,2021-01-15,Moderna,237
Finland,2021-01-15,Oxford/AstraZeneca,204
Finland,2021-01-15,Pfizer/BioNTech,61255
Finland,2021-01-22,Johnson&Johnson,0
Finland,2021-01-22,Moderna,1162
Finland,2021-01-22,Oxford/AstraZeneca,277
Finland,2021-01-22,Pfizer/BioNTech,117563
Finland,2021-01-29,Johnson&Johnson,0
Finland,2021-01-29,Moderna,3791
Finland,2021-01-29,Oxford/AstraZeneca,285
Finland,2021-01-29,Pfizer/BioNTech,170997
Finland,2021-02-05,Johnson&Johnson,0
Finland,2021-02-05,Moderna,4659
Finland,2021-02-05,Oxford/AstraZeneca,290
Finland,2021-02-05,Pfizer/BioNTech,225379
Finland,2021-02-12,Johnson&Johnson,0
Finland,2021-02-12,Moderna,5928
Finland,2021-02-12,Oxford/AstraZeneca,4205
Finland,2021-02-12,Pfizer/BioNTech,275973
Finland,2021-02-19,Johnson&Johnson,0
Finland,2021-02-19,Moderna,10514
Finland,2021-02-19,Oxford/AstraZeneca,24225
Finland,2021-02-19,Pfizer/BioNTech,335638
Finland,2021-02-26,Johnson&Johnson,0
Finland,2021-02-26,Moderna,19047
Finland,2021-02-26,Oxford/AstraZeneca,55818
Finland,2021-02-26,Pfizer/BioNTech,397989
Finland,2021-03-05,Johnson&Johnson,0
Finland,2021-03-05,Moderna,26807
Finland,2021-03-05,Oxford/AstraZeneca,95872
Finland,2021-03-05,Pfizer/BioNTech,463768
Finland,2021-03-12,Johnson&Johnson,0
Finland,2021-03-12,Moderna,38293
Finland,2021-03-12,Oxford/AstraZeneca,140066
Finland,2021-03-12,Pfizer/BioNTech,531824
Finland,2021-03-19,Johnson&Johnson,0
Finland,2021-03-19,Moderna,41962
Finland,2021-03-19,Oxford/AstraZeneca,184347
Finland,2021-03-19,Pfizer/BioNTech,610830
Finland,2021-03-26,Johnson&Johnson,0
Finland,2021-03-26,Moderna,51919
Finland,2021-03-26,Oxford/AstraZeneca,184414
Finland,2021-03-26,Pfizer/BioNTech,710148
Finland,2021-04-02,Johnson&Johnson,0
Finland,2021-04-02,Moderna,68667
Finland,2021-04-02,Oxford/AstraZeneca,201673
Finland,2021-04-02,Pfizer/BioNTech,809095
Finland,2021-04-09,Johnson&Johnson,0
Finland,2021-04-09,Moderna,80644
Finland,2021-04-09,Oxford/AstraZeneca,242450
Finland,2021-04-09,Pfizer/BioNTech,929534
Finland,2021-04-16,Johnson&Johnson,0
Finland,2021-04-16,Moderna,102642
Finland,2021-04-16,Oxford/AstraZeneca,298070
Finland,2021-04-16,Pfizer/BioNTech,1085795
Finland,2021-04-23,Johnson&Johnson,0
Finland,2021-04-23,Moderna,117260
Finland,2021-04-23,Oxford/AstraZeneca,334991
Finland,2021-04-23,Pfizer/BioNTech,1254317
Finland,2021-04-30,Johnson&Johnson,0
Finland,2021-04-30,Moderna,136751
Finland,2021-04-30,Oxford/AstraZeneca,352506
Finland,2021-04-30,Pfizer/BioNTech,1430787
Finland,2021-05-07,Johnson&Johnson,0
Finland,2021-05-07,Moderna,161070
Finland,2021-05-07,Oxford/AstraZeneca,358356
Finland,2021-05-07,Pfizer/BioNTech,1643869
Finland,2021-05-14,Johnson&Johnson,0
Finland,2021-05-14,Moderna,187109
Finland,2021-05-14,Oxford/AstraZeneca,366110
Finland,2021-05-14,Pfizer/BioNTech,1845552
Finland,2021-05-21,Johnson&Johnson,0
Finland,2021-05-21,Moderna,220887
Finland,2021-05-21,Oxford/AstraZeneca,379174
Finland,2021-05-21,Pfizer/BioNTech,2074227
Finland,2021-05-28,Johnson&Johnson,0
Finland,2021-05-28,Moderna,256875
Finland,2021-05-28,Oxford/AstraZeneca,390838
Finland,2021-05-28,Pfizer/BioNTech,2298014
Finland,2021-06-04,Johnson&Johnson,0
Finland,2021-06-04,Moderna,294650
Finland,2021-06-04,Oxford/AstraZeneca,403451
Finland,2021-06-04,Pfizer/BioNTech,2544222
Finland,2021-06-11,Johnson&Johnson,0
Finland,2021-06-11,Moderna,322218
Finland,2021-06-11,Oxford/AstraZeneca,419493
Finland,2021-06-11,Pfizer/BioNTech,2830645
Finland,2021-06-18,Moderna,331139
Finland,2021-06-18,Oxford/AstraZeneca,421293
Finland,2021-06-18,Pfizer/BioNTech,2945167
France,2020-12-27,Pfizer/BioNTech,20
France,2020-12-28,Pfizer/BioNTech,91
France,2020-12-29,Pfizer/BioNTech,199
France,2020-12-30,Pfizer/BioNTech,322
France,2020-12-31,Pfizer/BioNTech,410
France,2021-01-01,Pfizer/BioNTech,483
France,2021-01-02,Pfizer/BioNTech,571
France,2021-01-03,Pfizer/BioNTech,663
France,2021-01-04,Pfizer/BioNTech,2142
France,2021-01-05,Pfizer/BioNTech,7557
France,2021-01-06,Pfizer/BioNTech,18879
France,2021-01-07,Pfizer/BioNTech,47456
France,2021-01-08,Pfizer/BioNTech,83750
France,2021-01-09,Pfizer/BioNTech,94689
France,2021-01-10,Pfizer/BioNTech,100326
France,2021-01-11,Pfizer/BioNTech,139438
France,2021-01-12,Pfizer/BioNTech,200435
France,2021-01-13,Pfizer/BioNTech,264369
France,2021-01-14,Moderna,152
France,2021-01-14,Pfizer/BioNTech,344204
France,2021-01-15,Moderna,370
France,2021-01-15,Pfizer/BioNTech,411576
France,2021-01-16,Moderna,556
France,2021-01-16,Pfizer/BioNTech,431224
France,2021-01-17,Moderna,559
France,2021-01-17,Pfizer/BioNTech,441738
France,2021-01-18,Moderna,3473
France,2021-01-18,Pfizer/BioNTech,523480
France,2021-01-19,Moderna,7988
France,2021-01-19,Pfizer/BioNTech,647648
France,2021-01-20,Moderna,12909
France,2021-01-20,Pfizer/BioNTech,778267
France,2021-01-21,Moderna,18035
France,2021-01-21,Pfizer/BioNTech,928845
France,2021-01-22,Moderna,22917
France,2021-01-22,Pfizer/BioNTech,1042943
France,2021-01-23,Moderna,24651
France,2021-01-23,Pfizer/BioNTech,1079122
France,2021-01-24,Moderna,24753
France,2021-01-24,Pfizer/BioNTech,1088419
France,2021-01-25,Moderna,28388
France,2021-01-25,Pfizer/BioNTech,1162924
France,2021-01-26,Moderna,32138
France,2021-01-26,Pfizer/BioNTech,1261214
France,2021-01-27,Moderna,35580
France,2021-01-27,Pfizer/BioNTech,1369105
France,2021-01-28,Moderna,39094
France,2021-01-28,Pfizer/BioNTech,1502422
France,2021-01-29,Moderna,42176
France,2021-01-29,Pfizer/BioNTech,1607586
France,2021-01-30,Moderna,43240
France,2021-01-30,Pfizer/BioNTech,1639427
France,2021-01-31,Moderna,43240
France,2021-01-31,Pfizer/BioNTech,1645978
France,2021-02-01,Moderna,46499
France,2021-02-01,Pfizer/BioNTech,1715478
France,2021-02-02,Moderna,50807
France,2021-02-02,Pfizer/BioNTech,1816497
France,2021-02-03,Moderna,55839
France,2021-02-03,Pfizer/BioNTech,1919484
France,2021-02-04,Moderna,60578
France,2021-02-04,Pfizer/BioNTech,2045499
France,2021-02-05,Moderna,65205
France,2021-02-05,Pfizer/BioNTech,2153430
France,2021-02-06,Moderna,67139
France,2021-02-06,Oxford/AstraZeneca,329
France,2021-02-06,Pfizer/BioNTech,2182915
France,2021-02-07,Moderna,67181
France,2021-02-07,Oxford/AstraZeneca,1677
France,2021-02-07,Pfizer/BioNTech,2191392
France,2021-02-08,Moderna,74617
France,2021-02-08,Oxford/AstraZeneca,4312
France,2021-02-08,Pfizer/BioNTech,2273261
France,2021-02-09,Moderna,82891
France,2021-02-09,Oxford/AstraZeneca,10956
France,2021-02-09,Pfizer/BioNTech,2395621
France,2021-02-10,Moderna,92081
France,2021-02-10,Oxford/AstraZeneca,20196
France,2021-02-10,Pfizer/BioNTech,2523238
France,2021-02-11,Moderna,102204
France,2021-02-11,Oxford/AstraZeneca,33559
France,2021-02-11,Pfizer/BioNTech,2684618
France,2021-02-12,Moderna,112257
France,2021-02-12,Oxford/AstraZeneca,46608
France,2021-02-12,Pfizer/BioNTech,2813629
France,2021-02-13,Moderna,115495
France,2021-02-13,Oxford/AstraZeneca,50125
France,2021-02-13,Pfizer/BioNTech,2848083
France,2021-02-14,Moderna,115791
France,2021-02-14,Oxford/AstraZeneca,50994
France,2021-02-14,Pfizer/BioNTech,2858704
France,2021-02-15,Moderna,122217
France,2021-02-15,Oxford/AstraZeneca,61126
France,2021-02-15,Pfizer/BioNTech,2955746
France,2021-02-16,Moderna,131007
France,2021-02-16,Oxford/AstraZeneca,73308
France,2021-02-16,Pfizer/BioNTech,3084757
France,2021-02-17,Moderna,139515
France,2021-02-17,Oxford/AstraZeneca,84127
France,2021-02-17,Pfizer/BioNTech,3217744
France,2021-02-18,Moderna,149838
France,2021-02-18,Oxford/AstraZeneca,98708
France,2021-02-18,Pfizer/BioNTech,3379481
France,2021-02-19,Moderna,159374
France,2021-02-19,Oxford/AstraZeneca,112831
France,2021-02-19,Pfizer/BioNTech,3510427
France,2021-02-20,Moderna,162647
France,2021-02-20,Oxford/AstraZeneca,116012
France,2021-02-20,Pfizer/BioNTech,3550416
France,2021-02-21,Moderna,162930
France,2021-02-21,Oxford/AstraZeneca,116556
France,2021-02-21,Pfizer/BioNTech,3558822
France,2021-02-22,Moderna,170168
France,2021-02-22,Oxford/AstraZeneca,125473
France,2021-02-22,Pfizer/BioNTech,3652364
France,2021-02-23,Moderna,178698
France,2021-02-23,Oxford/AstraZeneca,136590
France,2021-02-23,Pfizer/BioNTech,3769476
France,2021-02-24,Moderna,186925
France,2021-02-24,Oxford/AstraZeneca,150502
France,2021-02-24,Pfizer/BioNTech,3886631
France,2021-02-25,Moderna,195644
France,2021-02-25,Oxford/AstraZeneca,194930
France,2021-02-25,Pfizer/BioNTech,4023720
France,2021-02-26,Moderna,202966
France,2021-02-26,Oxford/AstraZeneca,256369
France,2021-02-26,Pfizer/BioNTech,4137816
France,2021-02-27,Moderna,205510
France,2021-02-27,Oxford/AstraZeneca,290862
France,2021-02-27,Pfizer/BioNTech,4173992
France,2021-02-28,Moderna,205637
France,2021-02-28,Oxford/AstraZeneca,293209
France,2021-02-28,Pfizer/BioNTech,4181612
France,2021-03-01,Moderna,214362
France,2021-03-01,Oxford/AstraZeneca,313172
France,2021-03-01,Pfizer/BioNTech,4269438
France,2021-03-02,Moderna,225397
France,2021-03-02,Oxford/AstraZeneca,351553
France,2021-03-02,Pfizer/BioNTech,4385723
France,2021-03-03,Moderna,236524
France,2021-03-03,Oxford/AstraZeneca,399511
France,2021-03-03,Pfizer/BioNTech,4506052
France,2021-03-04,Moderna,248563
France,2021-03-04,Oxford/AstraZeneca,480807
France,2021-03-04,Pfizer/BioNTech,4642306
France,2021-03-05,Moderna,260392
France,2021-03-05,Oxford/AstraZeneca,598003
France,2021-03-05,Pfizer/BioNTech,4774891
France,2021-03-06,Moderna,266695
France,2021-03-06,Oxford/AstraZeneca,717432
France,2021-03-06,Pfizer/BioNTech,4872443
France,2021-03-07,Moderna,269008
France,2021-03-07,Oxford/AstraZeneca,772102
France,2021-03-07,Pfizer/BioNTech,4940868
France,2021-03-08,Moderna,281294
France,2021-03-08,Oxford/AstraZeneca,814274
France,2021-03-08,Pfizer/BioNTech,5042259
France,2021-03-09,Moderna,296991
France,2021-03-09,Oxford/AstraZeneca,892436
France,2021-03-09,Pfizer/BioNTech,5175156
France,2021-03-10,Moderna,312962
France,2021-03-10,Oxford/AstraZeneca,972432
France,2021-03-10,Pfizer/BioNTech,5312413
France,2021-03-11,Moderna,331255
France,2021-03-11,Oxford/AstraZeneca,1099805
France,2021-03-11,Pfizer/BioNTech,5469687
France,2021-03-12,Moderna,347144
France,2021-03-12,Oxford/AstraZeneca,1281273
France,2021-03-12,Pfizer/BioNTech,5617275
France,2021-03-13,Moderna,359528
France,2021-03-13,Oxford/AstraZeneca,1412489
France,2021-03-13,Pfizer/BioNTech,5717879
France,2021-03-14,Moderna,364683
France,2021-03-14,Oxford/AstraZeneca,1426288
France,2021-03-14,Pfizer/BioNTech,5764662
France,2021-03-15,Moderna,378818
France,2021-03-15,Oxford/AstraZeneca,1477829
France,2021-03-15,Pfizer/BioNTech,5887844
France,2021-03-16,Moderna,399896
France,2021-03-16,Oxford/AstraZeneca,1478774
France,2021-03-16,Pfizer/BioNTech,6044848
France,2021-03-17,Moderna,423748
France,2021-03-17,Oxford/AstraZeneca,1479444
France,2021-03-17,Pfizer/BioNTech,6207414
France,2021-03-18,Moderna,451616
France,2021-03-18,Oxford/AstraZeneca,1480671
France,2021-03-18,Pfizer/BioNTech,6388343
France,2021-03-19,Moderna,479040
France,2021-03-19,Oxford/AstraZeneca,1550488
France,2021-03-19,Pfizer/BioNTech,6555729
France,2021-03-20,Moderna,505726
France,2021-03-20,Oxford/AstraZeneca,1615193
France,2021-03-20,Pfizer/BioNTech,6641017
France,2021-03-21,Moderna,523345
France,2021-03-21,Oxford/AstraZeneca,1620716
France,2021-03-21,Pfizer/BioNTech,6669271
France,2021-03-22,Moderna,543822
France,2021-03-22,Oxford/AstraZeneca,1657655
France,2021-03-22,Pfizer/BioNTech,6813556
France,2021-03-23,Moderna,570273
France,2021-03-23,Oxford/AstraZeneca,1741509
France,2021-03-23,Pfizer/BioNTech,6992882
France,2021-03-24,Moderna,598813
France,2021-03-24,Oxford/AstraZeneca,1831765
France,2021-03-24,Pfizer/BioNTech,7171714
France,2021-03-25,Moderna,630116
France,2021-03-25,Oxford/AstraZeneca,1980944
France,2021-03-25,Pfizer/BioNTech,7374295
France,2021-03-26,Moderna,660970
France,2021-03-26,Oxford/AstraZeneca,2145355
France,2021-03-26,Pfizer/BioNTech,7576245
France,2021-03-27,Moderna,677918
France,2021-03-27,Oxford/AstraZeneca,2213118
France,2021-03-27,Pfizer/BioNTech,7701460
France,2021-03-28,Moderna,688407
France,2021-03-28,Oxford/AstraZeneca,2219378
France,2021-03-28,Pfizer/BioNTech,7746821
France,2021-03-29,Moderna,711338
France,2021-03-29,Oxford/AstraZeneca,2272974
France,2021-03-29,Pfizer/BioNTech,7925229
France,2021-03-30,Moderna,741515
France,2021-03-30,Oxford/AstraZeneca,2365387
France,2021-03-30,Pfizer/BioNTech,8154602
France,2021-03-31,Moderna,775599
France,2021-03-31,Oxford/AstraZeneca,2428191
France,2021-03-31,Pfizer/BioNTech,8390508
France,2021-04-01,Moderna,818081
France,2021-04-01,Oxford/AstraZeneca,2513407
France,2021-04-01,Pfizer/BioNTech,8661153
France,2021-04-02,Moderna,855301
France,2021-04-02,Oxford/AstraZeneca,2599597
France,2021-04-02,Pfizer/BioNTech,8907905
France,2021-04-03,Moderna,875611
France,2021-04-03,Oxford/AstraZeneca,2635026
France,2021-04-03,Pfizer/BioNTech,9053298
France,2021-04-04,Moderna,885690
France,2021-04-04,Oxford/AstraZeneca,2638433
France,2021-04-04,Pfizer/BioNTech,9103372
France,2021-04-05,Moderna,898623
France,2021-04-05,Oxford/AstraZeneca,2642702
France,2021-04-05,Pfizer/BioNTech,9155983
France,2021-04-06,Moderna,932325
France,2021-04-06,Oxford/AstraZeneca,2671836
France,2021-04-06,Pfizer/BioNTech,9414697
France,2021-04-07,Moderna,970082
France,2021-04-07,Oxford/AstraZeneca,2703539
France,2021-04-07,Pfizer/BioNTech,9717260
France,2021-04-08,Moderna,1015399
France,2021-04-08,Oxford/AstraZeneca,2781532
France,2021-04-08,Pfizer/BioNTech,10048527
France,2021-04-09,Moderna,1057398
France,2021-04-09,Oxford/AstraZeneca,2942212
France,2021-04-09,Pfizer/BioNTech,10367747
France,2021-04-10,Moderna,1085816
France,2021-04-10,Oxford/AstraZeneca,3017266
France,2021-04-10,Pfizer/BioNTech,10557205
France,2021-04-11,Moderna,1097903
France,2021-04-11,Oxford/AstraZeneca,3024352
France,2021-04-11,Pfizer/BioNTech,10627536
France,2021-04-12,Moderna,1125964
France,2021-04-12,Oxford/AstraZeneca,3075202
France,2021-04-12,Pfizer/BioNTech,10897862
France,2021-04-13,Moderna,1161502
France,2021-04-13,Oxford/AstraZeneca,3160728
France,2021-04-13,Pfizer/BioNTech,11227258
France,2021-04-14,Moderna,1195450
France,2021-04-14,Oxford/AstraZeneca,3227751
France,2021-04-14,Pfizer/BioNTech,11555592
France,2021-04-15,Moderna,1238054
France,2021-04-15,Oxford/AstraZeneca,3319996
France,2021-04-15,Pfizer/BioNTech,11900656
France,2021-04-16,Moderna,1278515
France,2021-04-16,Oxford/AstraZeneca,3431703
France,2021-04-16,Pfizer/BioNTech,12229658
France,2021-04-17,Moderna,1314034
France,2021-04-17,Oxford/AstraZeneca,3484387
France,2021-04-17,Pfizer/BioNTech,12418106
France,2021-04-18,Moderna,1334225
France,2021-04-18,Oxford/AstraZeneca,3493859
France,2021-04-18,Pfizer/BioNTech,12474325
France,2021-04-19,Moderna,1366973
France,2021-04-19,Oxford/AstraZeneca,3518573
France,2021-04-19,Pfizer/BioNTech,12758149
France,2021-04-20,Moderna,1407561
France,2021-04-20,Oxford/AstraZeneca,3563817
France,2021-04-20,Pfizer/BioNTech,13094064
France,2021-04-21,Moderna,1449009
France,2021-04-21,Oxford/AstraZeneca,3602327
France,2021-04-21,Pfizer/BioNTech,13432452
France,2021-04-22,Moderna,1497287
France,2021-04-22,Oxford/AstraZeneca,3656863
France,2021-04-22,Pfizer/BioNTech,13801482
France,2021-04-23,Johnson&Johnson,792
France,2021-04-23,Moderna,1546856
France,2021-04-23,Oxford/AstraZeneca,3727379
France,2021-04-23,Pfizer/BioNTech,14155074
France,2021-04-24,Johnson&Johnson,2344
France,2021-04-24,Moderna,1587074
France,2021-04-24,Oxford/AstraZeneca,3764887
France,2021-04-24,Pfizer/BioNTech,14375585
France,2021-04-25,Johnson&Johnson,2461
France,2021-04-25,Moderna,1605158
France,2021-04-25,Oxford/AstraZeneca,3770958
France,2021-04-25,Pfizer/BioNTech,14458605
France,2021-04-26,Johnson&Johnson,5290
France,2021-04-26,Moderna,1639258
France,2021-04-26,Oxford/AstraZeneca,3790723
France,2021-04-26,Pfizer/BioNTech,14776111
France,2021-04-27,Johnson&Johnson,14681
France,2021-04-27,Moderna,1682587
France,2021-04-27,Oxford/AstraZeneca,3825689
France,2021-04-27,Pfizer/BioNTech,15157128
France,2021-04-28,Johnson&Johnson,24456
France,2021-04-28,Moderna,1730719
France,2021-04-28,Oxford/AstraZeneca,3855899
France,2021-04-28,Pfizer/BioNTech,15548368
France,2021-04-29,Johnson&Johnson,40348
France,2021-04-29,Moderna,1786056
France,2021-04-29,Oxford/AstraZeneca,3906430
France,2021-04-29,Pfizer/BioNTech,15975971
France,2021-04-30,Johnson&Johnson,59437
France,2021-04-30,Moderna,1839175
France,2021-04-30,Oxford/AstraZeneca,3969961
France,2021-04-30,Pfizer/BioNTech,16393396
France,2021-05-01,Johnson&Johnson,61339
France,2021-05-01,Moderna,1863834
France,2021-05-01,Oxford/AstraZeneca,3981111
France,2021-05-01,Pfizer/BioNTech,16572303
France,2021-05-02,Johnson&Johnson,61779
France,2021-05-02,Moderna,1879535
France,2021-05-02,Oxford/AstraZeneca,3984409
France,2021-05-02,Pfizer/BioNTech,16680894
France,2021-05-03,Johnson&Johnson,66708
France,2021-05-03,Moderna,1918458
France,2021-05-03,Oxford/AstraZeneca,4000812
France,2021-05-03,Pfizer/BioNTech,17074598
France,2021-05-04,Johnson&Johnson,74965
France,2021-05-04,Moderna,1965557
France,2021-05-04,Oxford/AstraZeneca,4031712
France,2021-05-04,Pfizer/BioNTech,17523876
France,2021-05-05,Johnson&Johnson,80978
France,2021-05-05,Moderna,2012957
France,2021-05-05,Oxford/AstraZeneca,4060338
France,2021-05-05,Pfizer/BioNTech,17987455
France,2021-05-06,Johnson&Johnson,92246
France,2021-05-06,Moderna,2071497
France,2021-05-06,Oxford/AstraZeneca,4115122
France,2021-05-06,Pfizer/BioNTech,18475972
France,2021-05-07,Johnson&Johnson,111161
France,2021-05-07,Moderna,2129580
France,2021-05-07,Oxford/AstraZeneca,4186909
France,2021-05-07,Pfizer/BioNTech,18951937
France,2021-05-08,Johnson&Johnson,113426
France,2021-05-08,Moderna,2159733
France,2021-05-08,Oxford/AstraZeneca,4202167
France,2021-05-08,Pfizer/BioNTech,19184833
France,2021-05-09,Johnson&Johnson,114057
France,2021-05-09,Moderna,2180600
France,2021-05-09,Oxford/AstraZeneca,4206385
France,2021-05-09,Pfizer/BioNTech,19333855
France,2021-05-10,Johnson&Johnson,121157
France,2021-05-10,Moderna,2235101
France,2021-05-10,Oxford/AstraZeneca,4233378
France,2021-05-10,Pfizer/BioNTech,19779079
France,2021-05-11,Johnson&Johnson,135287
France,2021-05-11,Moderna,2299199
France,2021-05-11,Oxford/AstraZeneca,4285517
France,2021-05-11,Pfizer/BioNTech,20304086
France,2021-05-12,Johnson&Johnson,145256
France,2021-05-12,Moderna,2368078
France,2021-05-12,Oxford/AstraZeneca,4329680
France,2021-05-12,Pfizer/BioNTech,20838325
France,2021-05-13,Johnson&Johnson,146699
France,2021-05-13,Moderna,2424361
France,2021-05-13,Oxford/AstraZeneca,4335161
France,2021-05-13,Pfizer/BioNTech,21163830
France,2021-05-14,Johnson&Johnson,154304
France,2021-05-14,Moderna,2497793
France,2021-05-14,Oxford/AstraZeneca,4374968
France,2021-05-14,Pfizer/BioNTech,21656896
France,2021-05-15,Johnson&Johnson,157899
France,2021-05-15,Moderna,2570161
France,2021-05-15,Oxford/AstraZeneca,4402616
France,2021-05-15,Pfizer/BioNTech,22015029
France,2021-05-16,Johnson&Johnson,158256
France,2021-05-16,Moderna,2615716
France,2021-05-16,Oxford/AstraZeneca,4406106
France,2021-05-16,Pfizer/BioNTech,22186023
France,2021-05-17,Johnson&Johnson,162598
France,2021-05-17,Moderna,2672398
France,2021-05-17,Oxford/AstraZeneca,4433525
France,2021-05-17,Pfizer/BioNTech,22616157
France,2021-05-18,Johnson&Johnson,171191
France,2021-05-18,Moderna,2738101
France,2021-05-18,Oxford/AstraZeneca,4476066
France,2021-05-18,Pfizer/BioNTech,23101053
France,2021-05-19,Johnson&Johnson,176712
France,2021-05-19,Moderna,2804994
France,2021-05-19,Oxford/AstraZeneca,4516729
France,2021-05-19,Pfizer/BioNTech,23592315
France,2021-05-20,Johnson&Johnson,185933
France,2021-05-20,Moderna,2878361
France,2021-05-20,Oxford/AstraZeneca,4582230
France,2021-05-20,Pfizer/BioNTech,24101998
France,2021-05-21,Johnson&Johnson,198475
France,2021-05-21,Moderna,2953252
France,2021-05-21,Oxford/AstraZeneca,4660017
France,2021-05-21,Pfizer/BioNTech,24591763
France,2021-05-22,Johnson&Johnson,203416
France,2021-05-22,Moderna,3018526
France,2021-05-22,Oxford/AstraZeneca,4697987
France,2021-05-22,Pfizer/BioNTech,24905502
France,2021-05-23,Johnson&Johnson,203842
France,2021-05-23,Moderna,3056031
France,2021-05-23,Oxford/AstraZeneca,4701188
France,2021-05-23,Pfizer/BioNTech,25037840
France,2021-05-24,Johnson&Johnson,204783
France,2021-05-24,Moderna,3074889
France,2021-05-24,Oxford/AstraZeneca,4706689
France,2021-05-24,Pfizer/BioNTech,25303182
France,2021-05-25,Johnson&Johnson,212195
France,2021-05-25,Moderna,3107650
France,2021-05-25,Oxford/AstraZeneca,4756858
France,2021-05-25,Pfizer/BioNTech,25793933
France,2021-05-26,Johnson&Johnson,219756
France,2021-05-26,Moderna,3138174
France,2021-05-26,Oxford/AstraZeneca,4812468
France,2021-05-26,Pfizer/BioNTech,26290227
France,2021-05-27,Johnson&Johnson,233884
France,2021-05-27,Moderna,3173234
France,2021-05-27,Oxford/AstraZeneca,4896256
France,2021-05-27,Pfizer/BioNTech,26817645
France,2021-05-28,Johnson&Johnson,260200
France,2021-05-28,Moderna,3216969
France,2021-05-28,Oxford/AstraZeneca,5002487
France,2021-05-28,Pfizer/BioNTech,27322962
France,2021-05-29,Johnson&Johnson,271346
France,2021-05-29,Moderna,3255117
France,2021-05-29,Oxford/AstraZeneca,5065841
France,2021-05-29,Pfizer/BioNTech,27654416
France,2021-05-30,Johnson&Johnson,272206
France,2021-05-30,Moderna,3261401
France,2021-05-30,Oxford/AstraZeneca,5074463
France,2021-05-30,Pfizer/BioNTech,27776108
France,2021-05-31,Johnson&Johnson,284653
France,2021-05-31,Moderna,3308160
France,2021-05-31,Oxford/AstraZeneca,5112523
France,2021-05-31,Pfizer/BioNTech,28234252
France,2021-06-01,Johnson&Johnson,304499
France,2021-06-01,Moderna,3372509
France,2021-06-01,Oxford/AstraZeneca,5180317
France,2021-06-01,Pfizer/BioNTech,28747257
France,2021-06-02,Johnson&Johnson,318732
France,2021-06-02,Moderna,3428254
France,2021-06-02,Oxford/AstraZeneca,5241032
France,2021-06-02,Pfizer/BioNTech,29248332
France,2021-06-03,Johnson&Johnson,337880
France,2021-06-03,Moderna,3501924
France,2021-06-03,Oxford/AstraZeneca,5331801
France,2021-06-03,Pfizer/BioNTech,29774530
France,2021-06-04,Johnson&Johnson,359999
France,2021-06-04,Moderna,3590410
France,2021-06-04,Oxford/AstraZeneca,5440772
France,2021-06-04,Pfizer/BioNTech,30301776
France,2021-06-05,Johnson&Johnson,369454
France,2021-06-05,Moderna,3648260
France,2021-06-05,Oxford/AstraZeneca,5494780
France,2021-06-05,Pfizer/BioNTech,30667816
France,2021-06-06,Johnson&Johnson,370368
France,2021-06-06,Moderna,3659192
France,2021-06-06,Oxford/AstraZeneca,5500443
France,2021-06-06,Pfizer/BioNTech,30828522
France,2021-06-07,Johnson&Johnson,379265
France,2021-06-07,Moderna,3709791
France,2021-06-07,Oxford/AstraZeneca,5532723
France,2021-06-07,Pfizer/BioNTech,31327219
France,2021-06-08,Johnson&Johnson,393537
France,2021-06-08,Moderna,3778718
France,2021-06-08,Oxford/AstraZeneca,5582835
France,2021-06-08,Pfizer/BioNTech,31875936
France,2021-06-09,Johnson&Johnson,405461
France,2021-06-09,Moderna,3833224
France,2021-06-09,Oxford/AstraZeneca,5626686
France,2021-06-09,Pfizer/BioNTech,32415325
France,2021-06-10,Johnson&Johnson,420415
France,2021-06-10,Moderna,3893350
France,2021-06-10,Oxford/AstraZeneca,5696568
France,2021-06-10,Pfizer/BioNTech,32945007
France,2021-06-11,Johnson&Johnson,436994
France,2021-06-11,Moderna,3972581
France,2021-06-11,Oxford/AstraZeneca,5795590
France,2021-06-11,Pfizer/BioNTech,33481945
France,2021-06-12,Johnson&Johnson,444164
France,2021-06-12,Moderna,4022116
France,2021-06-12,Oxford/AstraZeneca,5837431
France,2021-06-12,Pfizer/BioNTech,33870522
France,2021-06-13,Johnson&Johnson,444978
France,2021-06-13,Moderna,4034400
France,2021-06-13,Oxford/AstraZeneca,5841392
France,2021-06-13,Pfizer/BioNTech,34028986
France,2021-06-14,Johnson&Johnson,451336
France,2021-06-14,Moderna,4083140
France,2021-06-14,Oxford/AstraZeneca,5884798
France,2021-06-14,Pfizer/BioNTech,34515824
France,2021-06-15,Johnson&Johnson,461831
France,2021-06-15,Moderna,4143958
France,2021-06-15,Oxford/AstraZeneca,5966674
